Monthly Income,Utilities,Food,Transportation,Healthcare,Personal Care,Education,Entertainment,Savings,Others
5351,1656.83,1517.37,551.69,331.15,284.27,553.23,332.92,326.42,255.37
6795,2071.67,1981.33,814.98,427.47,376.35,867.11,380.02,356.4,335.31
4349,1499.93,1272.65,500.68,278.92,243.02,563.68,257.32,343.54,204.72
5602,1778.61,1448.72,627.52,372.23,314.3,809.05,355.84,224.21,262.55
7699,2521.93,2111.95,1002.62,409.55,435.46,795.89,453.5,282.51,309.98
3241,1030.56,929.18,419.47,223.25,207.23,436.26,221.08,130.86,135.29
3125,957.16,902.18,411.05,181.93,173.17,400.44,210.47,203.29,149.42
4601,1515.88,1330.76,496.65,309.23,256.36,500.31,243.56,185.05,229.94
8431,2750.67,2203.93,963.54,458.73,517.73,894.42,553.91,220.6,397.94
3190,989.38,828.21,352.44,161.35,171.84,429.69,219.63,187.12,146.1
8764,2827.21,2449.54,1113.25,538.7,502.16,1025.31,493.75,292.53,366.63
7101,2413.26,2038.37,873.8,401.16,363.28,1065.13,388.88,143.79,351.35
6131,2020.3,1630.58,714.35,427.26,423.35,887.16,307.73,195.88,285.08
6839,2084.84,1745.55,952.68,356.24,385.35,877.35,357.77,472.91,307.01
7860,2573.37,2246.68,822.93,400.44,526.63,1038.2,544.06,600.62,382.11
6448,2160.96,1708.62,959.11,328.21,390.74,696.03,372.84,385.06,319.39
9843,3343.03,2542.63,1041.66,534.84,537.08,1424.28,568.4,380.23,430.26
8018,2657.61,2063.72,1111.72,493.78,431.92,985.79,443.66,370.35,362.08
2072,637.42,550.62,245.35,124.55,132.4,261.21,110.4,65.63,85.26
8791,2949.46,2458.26,1259.43,501.1,609.19,1262.88,529.01,640.4,436.02
7472,2494.65,2001.9,774.91,386.87,400.96,749.54,481.67,447.83,307.9
3914,1178.98,982.54,464.73,214.0,204.74,488.14,238.82,98.1,192.92
7189,2304.7,1832.08,839.48,385.93,415.11,944.19,364.55,302.05,301.29
4472,1416.05,1182.96,669.27,290.29,258.82,482.82,295.46,233.8,219.52
5046,1682.69,1427.94,753.25,331.01,333.67,521.83,346.32,342.32,224.66
2707,841.35,690.08,296.39,177.42,160.74,343.1,159.19,203.65,124.31
3804,1253.58,1057.64,500.22,263.92,194.95,484.54,218.08,106.36,153.51
8704,3008.63,2228.17,1103.46,589.13,595.47,1014.13,475.21,609.92,382.49
8971,3049.15,2337.67,966.34,537.87,515.51,1292.82,502.71,214.83,403.1
5713,1977.11,1477.44,619.23,333.06,362.04,657.3,359.28,196.7,229.06
7051,2460.27,1786.45,1053.86,481.69,446.68,887.18,461.16,149.91,328.64
4564,1371.63,1294.2,559.71,283.99,233.34,499.01,258.52,108.76,220.85
4475,1481.84,1222.44,475.65,250.1,224.07,450.0,254.15,98.2,180.11
5610,1798.8,1635.61,621.25,343.83,290.38,680.5,331.11,161.35,252.03
6255,2145.42,1594.68,709.43,436.87,432.41,790.3,334.04,454.06,252.31
8292,2592.0,2133.01,1041.03,555.48,546.28,1146.24,568.37,307.05,404.09
4823,1683.48,1279.65,563.22,268.28,253.88,590.52,309.2,235.28,200.68
9397,3107.45,2709.09,1153.49,648.95,585.41,1070.66,551.34,462.59,381.38
3735,1268.69,990.85,404.59,260.07,232.46,486.34,195.88,297.74,181.44
3585,1090.84,969.46,417.07,195.82,179.29,426.83,240.11,150.14,159.34
2066,638.75,547.66,213.86,140.31,121.03,230.71,123.29,74.18,84.61
5061,1710.21,1285.55,731.24,342.45,325.1,736.46,333.71,393.72,235.23
9979,3004.67,2963.48,1097.07,506.88,536.23,1265.68,505.61,554.35,469.57
4428,1509.26,1228.45,610.38,280.71,296.76,487.19,245.63,165.47,202.29
6153,1850.19,1780.63,722.84,345.22,388.91,821.71,384.21,229.19,266.56
9426,3137.5,2666.78,1166.18,598.48,472.61,1321.09,563.28,237.36,417.05
2341,745.03,645.44,268.19,159.82,157.08,322.89,130.87,125.04,115.99
7249,2396.34,1844.75,977.33,434.76,365.26,942.2,391.61,459.74,328.7
4774,1598.34,1346.92,678.99,278.27,323.48,601.43,267.52,231.46,209.92
7291,2312.15,1879.39,833.46,498.93,413.21,1012.47,472.8,532.73,343.27
4817,1471.1,1304.05,540.04,334.7,308.16,652.25,258.55,236.22,196.35
4661,1414.53,1311.86,624.91,238.85,306.45,599.28,288.41,190.08,199.97
3232,1064.77,934.41,354.74,221.25,179.78,429.49,188.99,113.27,136.6
5874,1915.12,1669.7,775.32,303.42,335.57,636.93,383.34,203.23,274.91
4401,1483.62,1248.02,460.88,249.74,264.9,444.49,237.8,171.6,202.62
3494,1137.25,899.54,457.74,227.99,215.42,512.07,193.57,277.84,166.29
7917,2542.33,2116.26,994.93,518.89,442.09,1161.93,458.98,329.74,350.47
6211,1986.93,1566.08,656.47,400.71,433.83,865.8,331.24,319.72,259.24
9431,2841.77,2697.02,1249.18,478.93,610.56,1118.66,558.54,344.05,394.48
2661,842.95,791.99,325.51,140.13,147.64,286.16,155.19,76.14,130.18
5883,2052.0,1548.44,652.16,404.31,369.5,693.41,410.64,345.63,239.73
7561,2598.55,1923.4,889.7,390.37,443.89,1030.65,467.85,398.56,347.36
5619,1778.24,1538.36,700.16,289.78,377.63,656.07,288.76,135.25,237.78
8596,2831.43,2517.21,898.95,573.46,486.35,1201.68,508.87,627.23,362.26
3868,1324.27,1073.75,572.0,243.01,207.93,516.96,261.36,195.19,158.53
9644,3105.98,2433.56,1285.33,550.03,491.1,1268.18,649.38,386.91,480.2
4334,1304.09,1294.62,455.62,231.06,302.02,634.98,300.07,289.34,176.0
5374,1632.22,1566.16,758.5,363.73,307.31,777.46,364.81,143.62,222.9
3016,981.77,773.84,350.24,210.43,164.1,408.92,161.43,146.06,131.65
6406,2232.31,1896.75,831.75,326.7,383.31,704.42,320.76,339.05,285.44
2207,738.6,601.48,251.28,134.81,123.22,324.31,137.55,146.78,109.26
4665,1416.04,1253.0,637.57,257.63,254.98,519.48,298.79,196.93,197.88
4493,1390.44,1226.83,611.72,299.45,280.04,533.0,236.44,320.34,212.11
8813,2983.78,2571.0,1124.56,501.65,453.84,1245.62,470.06,545.18,410.37
2632,900.33,744.79,294.91,169.22,158.39,290.66,182.3,174.41,118.9
4102,1357.29,1037.65,462.23,249.36,236.88,541.18,282.53,320.55,174.99
4959,1647.48,1477.19,590.83,301.66,300.77,609.42,263.52,350.53,206.13
5083,1532.1,1308.31,545.15,341.37,286.73,666.9,279.26,207.42,212.29
6752,2305.31,1939.7,789.19,401.12,414.62,998.64,458.07,396.67,293.44
7519,2552.05,2118.91,1009.18,503.11,388.25,1055.8,441.36,542.25,311.07
3931,1230.21,1019.61,556.4,225.12,226.12,451.24,259.29,202.48,196.49
5719,1918.35,1478.57,667.0,305.94,313.12,588.28,331.24,348.68,254.26
9123,2834.91,2677.75,1018.85,539.26,536.08,1353.42,590.51,276.75,414.09
4562,1377.8,1236.23,646.13,273.57,264.44,589.68,264.31,314.57,210.6
3679,1140.7,1040.16,531.75,219.15,230.39,399.74,250.11,240.78,154.36
9709,2999.42,2671.95,1169.94,642.41,607.54,1275.33,548.67,712.0,435.13
2236,708.56,640.32,226.61,137.05,130.29,228.32,135.19,139.99,90.85
9446,3031.43,2587.85,1272.83,640.14,506.61,1033.17,570.87,685.91,469.39
6443,2096.73,1703.33,896.88,388.41,397.14,848.1,405.76,191.57,288.18
8770,2840.06,2351.84,884.9,477.92,608.03,1053.49,492.3,603.54,353.4
9271,2906.77,2715.98,1202.93,487.56,497.93,1077.8,582.71,715.52,426.38
6725,2027.31,1838.63,870.34,453.04,345.54,892.91,355.22,463.56,275.73
3540,1169.1,922.78,421.03,180.98,195.73,507.35,240.27,201.47,169.57
8099,2589.96,2403.22,1113.52,424.0,471.83,1084.7,428.3,612.2,401.17
5943,1871.65,1722.46,721.53,304.72,333.54,732.01,397.03,152.55,292.19
7367,2529.44,1862.25,985.99,430.78,491.34,979.39,470.48,154.79,326.19
2363,797.13,708.78,297.4,143.32,141.45,318.49,134.27,184.12,111.36
4368,1497.74,1243.77,491.06,220.14,239.9,606.07,247.0,266.36,181.53
9800,3182.54,2528.53,1277.19,591.05,676.24,1130.45,679.34,263.13,399.42
2285,700.46,598.35,312.69,132.24,119.97,241.57,123.16,92.32,110.16
2148,719.17,611.37,319.4,140.64,112.68,288.03,138.46,139.47,100.85
7203,2235.12,2081.58,857.2,479.71,395.49,763.91,386.61,468.36,353.46
6037,1944.29,1581.4,623.16,384.55,311.12,743.16,411.17,182.31,296.69
8549,2592.48,2247.09,1277.21,508.41,555.97,953.51,554.31,412.14,371.65
9121,3112.68,2420.31,1196.59,495.48,513.11,1063.54,626.19,624.23,393.9
6551,2006.55,1833.63,965.11,438.54,423.17,809.25,442.73,511.03,290.99
3766,1299.85,973.85,396.15,214.03,245.75,545.35,229.69,215.99,175.71
6895,2366.44,1759.69,807.42,393.88,377.5,924.08,365.74,401.9,276.14
7280,2353.11,2067.11,776.75,497.37,439.47,790.48,396.24,350.61,330.12
3012,1015.7,870.33,427.03,209.37,181.9,433.64,162.76,157.66,121.07
4831,1598.93,1328.75,695.75,328.33,325.74,604.01,262.87,125.3,215.01
4507,1533.07,1208.74,563.67,315.33,227.66,496.73,268.29,184.68,183.99
9717,3124.89,2639.16,1062.36,654.71,547.42,1227.96,654.5,490.1,443.31
3523,1195.32,949.17,374.69,225.78,238.33,385.93,177.78,128.59,151.99
4785,1546.14,1425.93,619.22,267.37,261.91,566.38,262.07,199.01,214.32
4556,1581.15,1313.97,570.95,314.63,240.27,639.1,282.18,356.61,225.87
5725,1856.72,1490.81,771.38,386.62,352.22,761.03,385.33,116.29,248.52
9971,3221.94,2684.29,1149.26,546.56,559.55,1235.38,557.87,380.48,470.56
6576,2230.93,1822.87,789.9,393.13,390.26,732.05,379.11,361.92,307.97
7782,2654.28,2184.01,786.51,400.0,516.73,887.99,447.22,285.9,378.9
8257,2706.02,2257.54,1077.6,570.28,498.84,1229.56,461.35,500.27,357.89
8892,2747.54,2583.18,1077.33,546.46,536.35,1041.67,568.87,337.51,360.67
3601,1164.52,1038.46,525.7,197.71,200.08,471.03,227.28,209.91,178.99
4408,1535.76,1213.34,582.25,246.18,290.3,550.94,294.74,312.93,192.29
2340,790.1,684.97,280.65,162.89,151.62,236.7,159.94,139.27,98.13
4817,1640.47,1385.15,545.19,300.16,263.41,709.22,327.6,110.76,236.71
8106,2445.1,2342.06,1177.51,473.5,457.18,846.24,492.87,548.88,339.69
8904,2879.49,2651.79,897.64,534.21,585.64,1183.66,478.27,291.77,403.24
9112,3028.2,2399.4,1060.14,473.56,520.79,1280.7,496.09,529.29,433.32
4496,1535.39,1184.17,661.7,231.55,261.09,617.92,277.88,264.38,212.71
7962,2408.22,2344.39,1056.57,492.48,456.13,1118.36,544.35,543.2,320.83
6930,2374.37,2000.08,877.59,417.46,368.9,949.31,420.02,348.92,291.23
7299,2389.84,2162.89,804.18,417.38,414.71,892.51,501.55,310.63,356.81
3725,1154.25,943.01,527.72,228.43,246.07,539.43,205.79,190.28,169.61
9574,3024.07,2694.01,1055.15,492.62,572.73,1394.19,495.23,504.98,448.75
3689,1158.7,948.93,414.69,254.1,218.26,449.5,243.2,255.62,162.4
5267,1719.9,1449.45,577.22,294.29,279.82,654.37,355.98,170.15,249.93
9633,2914.79,2483.27,1039.47,495.48,515.86,1197.21,567.98,682.11,413.17
6406,1972.58,1642.52,945.95,342.02,325.8,729.93,333.43,268.68,271.1
2261,770.17,566.63,294.16,117.37,113.68,239.09,114.96,146.13,112.98
3442,1055.42,968.96,453.97,184.4,205.69,389.29,176.41,138.17,143.11
2405,749.57,644.42,355.26,140.3,139.93,342.0,141.37,150.39,119.8
4190,1351.98,1069.54,467.31,271.35,232.58,532.77,229.18,284.71,206.42
6437,2097.54,1713.16,645.6,356.91,449.31,917.34,381.32,344.28,303.48
7435,2514.37,1921.55,966.13,436.57,430.93,1020.51,444.39,425.08,340.67
9268,2987.69,2753.38,1162.14,635.55,609.62,1088.35,548.31,578.93,371.14
2243,761.48,596.64,277.87,125.42,121.6,245.08,139.96,137.51,103.97
6585,2179.09,1756.2,678.87,433.91,361.79,845.26,418.73,419.1,314.26
6107,1866.64,1783.2,749.46,324.63,374.77,896.46,353.71,433.48,289.04
9406,2895.32,2656.14,1075.84,503.85,471.06,1335.38,533.7,312.57,392.42
2560,823.94,730.9,291.14,151.36,128.89,353.77,146.86,84.18,116.34
6137,1962.89,1729.41,681.94,335.58,324.31,848.19,315.46,480.16,279.25
4725,1593.16,1404.79,551.06,321.59,257.33,597.18,266.64,335.85,219.85
2593,853.19,675.09,305.08,132.28,157.02,281.28,140.02,143.92,125.27
7548,2410.88,2260.26,871.33,467.56,480.99,862.56,421.31,154.66,354.62
3826,1180.47,1115.46,569.84,237.54,215.16,493.15,245.97,272.74,158.45
5229,1628.01,1461.24,766.76,268.35,286.45,605.61,364.83,340.39,210.16
5287,1738.23,1496.85,680.57,341.81,351.35,735.31,362.01,409.12,218.7
6073,1950.48,1715.27,905.2,360.6,323.42,720.63,403.44,126.26,245.37
7789,2537.24,1969.99,1164.92,502.09,495.12,823.26,504.29,169.11,345.58
9629,2970.87,2512.21,1134.27,640.7,660.81,1339.66,663.43,491.53,412.48
2133,710.6,635.79,260.78,120.42,116.56,287.76,138.73,152.22,85.48
5138,1760.42,1421.78,760.18,306.69,265.84,578.84,305.3,408.36,209.64
5919,1852.04,1591.72,772.02,326.82,411.93,882.26,367.14,232.03,260.29
9174,2977.66,2643.05,1015.07,495.67,508.38,1102.34,514.81,203.5,453.17
7043,2456.43,1945.46,947.07,352.23,390.98,943.92,352.62,223.48,351.78
9693,3069.41,2429.63,1069.01,671.46,578.43,1410.55,553.2,703.91,392.58
2072,683.25,594.27,242.36,121.87,113.18,223.36,120.38,99.43,100.09
6494,1977.49,1861.25,723.29,326.4,453.65,934.82,419.91,462.36,290.95
7524,2485.18,1943.13,844.56,377.55,382.67,1017.21,505.5,350.88,347.69
9842,2996.71,2931.27,986.49,548.86,580.97,1066.66,681.59,228.37,443.48
8721,3034.57,2277.89,1256.13,438.48,531.69,1161.86,497.41,497.57,429.47
9002,3022.72,2456.53,1033.43,517.53,534.17,1293.85,622.47,415.36,403.15
6225,2112.81,1591.96,649.38,319.09,376.06,871.19,410.77,308.02,259.46
4978,1668.65,1394.66,519.45,252.81,347.22,687.12,251.97,383.0,237.94
9633,3173.94,2589.09,1231.11,610.61,650.59,1041.01,596.33,456.84,434.81
9373,3022.75,2508.76,1402.63,638.65,526.47,1026.64,537.19,635.41,385.89
7907,2711.46,2303.7,848.03,460.09,482.56,1007.24,400.73,186.09,352.78
8097,2816.47,2028.12,850.03,540.36,404.9,1044.57,490.92,394.67,379.54
9935,3228.4,2880.13,1211.23,502.57,578.13,1462.25,612.95,548.43,426.79
6361,2204.57,1772.0,815.27,416.99,338.9,785.16,350.14,170.44,312.45
7656,2520.1,2291.48,878.29,392.42,491.72,881.4,526.71,291.95,371.31
3985,1302.77,1113.7,458.78,266.07,216.87,436.51,247.9,256.54,182.03
2792,901.05,705.73,338.46,188.87,181.42,286.76,149.43,86.65,113.2
8396,2606.66,2120.26,971.48,551.78,472.39,868.42,540.91,232.63,384.81
8965,2691.17,2637.12,1306.8,595.41,614.25,1153.87,537.75,340.28,395.86
7408,2311.85,2163.59,756.34,453.59,436.39,806.09,440.51,529.95,349.96
6259,2037.22,1673.0,699.31,346.11,418.04,892.41,417.42,411.7,267.07
2094,667.98,588.21,294.06,131.64,131.01,271.85,110.49,139.48,96.44
7901,2547.47,2168.66,1119.56,464.51,549.5,1131.77,472.64,310.88,359.85
8976,3132.91,2678.06,947.67,449.76,582.13,1089.44,588.96,232.8,406.33
3133,994.77,932.06,465.84,186.53,202.25,406.63,198.03,68.67,128.95
8479,2735.4,2536.85,1141.85,534.38,468.87,1070.66,424.87,467.8,380.7
6917,2121.28,2028.91,785.98,347.77,415.69,1032.94,454.79,429.8,314.77
2237,676.46,660.98,274.71,139.65,124.83,312.82,154.11,95.46,110.23
8524,2887.68,2223.6,979.04,537.44,429.49,1106.16,546.33,440.96,380.24
9603,3154.91,2799.76,1032.33,510.52,616.63,1251.55,648.38,352.82,445.57
4946,1671.92,1411.8,566.61,289.94,270.63,556.13,282.99,207.03,225.99
4530,1392.94,1350.57,584.39,313.87,262.5,619.42,258.26,288.96,190.04
3960,1301.22,1103.11,559.54,268.03,220.54,590.6,223.41,249.85,165.7
9045,2828.21,2299.77,1068.91,526.57,488.36,963.04,585.21,196.15,428.68
3048,949.16,853.04,357.82,173.73,156.49,401.92,209.83,233.64,137.86
7772,2336.08,2209.81,959.07,407.89,441.12,978.45,526.23,280.89,380.52
9284,2845.7,2423.27,1227.6,470.73,479.38,1323.16,492.09,691.24,455.67
4529,1428.73,1221.5,623.1,253.39,275.39,452.91,283.16,229.68,194.61
9559,2923.56,2675.8,1112.09,657.71,481.7,1021.18,668.36,477.48,392.06
4964,1733.89,1333.85,641.93,343.37,341.53,505.6,277.52,233.49,215.64
9137,2882.1,2455.54,1091.58,605.33,633.46,988.14,572.85,688.43,371.61
2963,908.21,760.47,402.43,168.94,166.2,401.18,201.88,96.26,141.67
2536,786.04,753.29,274.48,134.08,140.0,271.31,172.43,143.79,105.15
9246,3045.5,2658.45,1043.38,572.43,481.61,1212.3,521.75,361.21,449.94
7699,2334.35,1925.23,933.91,484.5,524.29,1104.12,399.41,576.77,339.94
9340,3204.76,2692.54,1349.36,546.31,576.63,950.17,587.67,281.7,399.62
8075,2810.71,2317.44,1038.98,515.45,502.29,818.32,556.69,489.11,363.5
9179,2866.94,2299.22,1360.97,596.03,623.41,1372.19,552.21,415.86,422.74
9967,3214.4,2675.94,1048.17,654.45,679.91,1332.23,589.59,594.76,468.6
6223,1873.79,1744.54,765.48,373.67,414.25,666.08,418.68,183.31,269.97
5679,1885.63,1548.31,686.9,373.86,371.8,654.99,332.18,247.72,282.98
6187,1984.15,1787.42,804.37,312.5,417.9,923.41,393.61,163.56,273.61
5724,1794.49,1552.77,804.78,364.09,386.48,637.43,330.69,447.2,276.72
2542,788.89,655.06,361.15,139.08,145.84,349.88,146.27,83.48,102.57
2845,946.53,850.15,379.84,157.64,197.64,318.81,152.94,226.44,135.93
5603,1797.5,1468.56,740.03,290.38,359.62,671.93,290.06,252.75,255.01
7777,2402.96,2223.32,1146.73,418.77,446.43,1120.16,526.53,188.93,360.82
5036,1684.32,1295.05,600.21,351.72,296.32,510.76,270.05,106.03,220.22
7947,2608.63,2117.48,1125.61,463.37,506.56,916.78,407.24,444.53,361.18
4494,1541.14,1222.82,656.46,308.09,257.16,558.87,277.04,255.64,221.65
6485,1983.59,1683.58,807.88,345.38,431.45,851.32,395.07,333.9,284.43
4719,1601.08,1285.92,643.93,255.21,249.92,478.56,289.53,113.18,193.75
3884,1296.0,1001.52,461.62,237.53,264.7,468.15,230.56,154.93,183.34
6138,1876.7,1706.06,662.56,349.81,343.88,719.46,324.32,255.0,276.53
6349,2125.27,1797.95,821.09,399.21,336.84,643.43,320.11,395.47,280.94
5201,1675.12,1316.49,571.19,303.95,349.3,612.51,264.88,234.73,248.49
7179,2492.9,2107.44,882.16,475.48,393.33,1052.33,494.37,390.38,327.52
4710,1446.35,1221.1,676.56,276.15,314.95,535.67,285.6,175.12,218.14
8610,2859.74,2249.52,898.03,529.06,481.52,1113.1,499.33,547.24,424.14
8430,2690.0,2386.26,855.83,475.63,578.95,968.65,490.77,192.25,342.13
9154,3184.13,2503.05,1192.98,586.6,497.81,964.22,577.1,726.01,390.18
7636,2416.78,2099.67,890.0,481.79,392.44,874.22,439.32,446.63,374.03
9634,3353.68,2470.23,1164.72,558.19,662.15,1190.16,635.16,278.73,461.73
3953,1364.08,1147.5,475.49,219.47,210.74,453.85,218.2,249.23,165.58
8921,2796.9,2505.49,930.74,555.62,614.5,1170.51,511.58,599.43,371.93
8488,2887.42,2179.46,850.31,584.51,564.28,1251.59,583.13,571.38,409.56
6737,2356.47,1810.23,976.33,354.72,347.89,697.03,371.92,244.18,306.73
8525,2665.2,2476.69,945.34,562.5,502.15,1158.12,539.05,660.84,414.34
5850,1882.76,1628.74,709.63,356.03,301.09,585.37,335.15,123.23,287.68
2689,876.64,686.86,399.58,162.71,152.19,269.04,159.79,115.06,109.43
7372,2320.31,1980.41,1041.94,510.39,420.43,786.19,375.26,193.54,366.37
3950,1188.01,1035.43,416.32,245.36,244.87,489.79,210.71,170.21,186.3
7175,2231.47,1979.39,899.93,477.93,498.79,734.72,373.37,168.14,346.87
7582,2381.48,2215.22,1034.97,457.12,404.84,1031.97,507.19,445.05,351.07
2456,791.27,667.57,331.36,135.07,138.97,249.2,170.04,58.32,105.73
7078,2183.95,1922.86,977.06,452.21,437.01,883.13,363.52,403.1,325.55
4130,1419.33,1219.45,507.46,282.75,220.66,552.61,212.85,140.61,186.51
5976,2003.43,1666.16,650.17,399.34,383.74,668.58,364.8,183.76,294.74
7218,2196.15,2008.84,889.57,389.54,419.17,930.87,433.66,294.64,328.78
6244,2076.16,1642.77,826.67,351.77,430.78,706.13,393.44,365.01,251.5
7448,2477.82,2088.32,971.44,449.39,466.23,824.53,482.15,407.35,349.02
3179,1105.69,886.29,329.11,195.29,182.03,447.98,209.64,193.37,128.77
6285,1886.45,1695.96,648.91,338.61,404.69,733.12,332.99,472.25,310.73
5565,1738.49,1666.91,825.08,303.85,371.6,782.99,282.46,179.18,249.68
2882,998.29,847.58,310.08,187.84,190.24,319.46,195.35,129.12,143.18
8406,2913.58,2416.55,964.36,543.08,464.48,990.17,499.24,302.19,338.41
9247,3107.26,2560.19,1279.62,617.55,539.47,972.16,641.97,510.26,419.15
2399,811.55,655.17,289.04,164.71,141.65,299.46,145.51,88.77,101.39
8907,2712.84,2309.09,971.52,500.26,514.54,1060.64,536.21,476.36,413.35
2608,849.41,691.87,321.73,175.24,146.61,261.58,162.89,180.97,117.31
9427,2937.26,2721.56,1210.87,596.92,613.27,1161.81,503.43,500.17,430.45
7891,2438.8,2151.78,967.74,545.71,396.48,818.46,434.64,554.64,344.02
3638,1238.79,1069.98,530.96,201.7,203.26,516.04,247.81,206.21,147.4
7671,2353.09,1974.48,876.3,424.92,405.28,956.46,416.13,553.98,314.98
8928,2887.61,2458.93,1188.02,572.16,469.39,1200.84,488.0,676.97,433.77
4148,1439.06,1171.18,438.09,284.42,230.38,585.1,249.71,209.34,195.07
3382,1046.02,932.9,404.54,224.87,220.65,346.85,212.47,228.08,161.3
3403,1187.31,1002.05,466.38,219.63,236.13,397.67,170.21,163.78,140.29
2819,985.84,844.23,313.59,162.79,169.96,285.44,166.7,175.66,114.15
5292,1734.62,1353.65,685.25,340.57,300.48,542.33,306.83,117.75,212.59
2819,869.68,723.07,303.53,186.12,187.7,287.23,189.75,219.92,127.47
2419,763.93,620.51,254.32,157.39,124.2,299.7,161.57,178.18,108.88
6219,1997.7,1766.56,784.6,395.13,322.54,762.04,423.63,457.7,255.64
6517,2055.89,1750.69,871.65,331.99,370.87,671.66,435.6,240.31,283.27
5302,1665.0,1519.9,560.25,335.06,312.65,599.75,348.52,196.12,240.19
9857,3436.26,2664.09,1438.03,587.14,650.14,1106.2,662.19,435.25,460.9
9230,2839.78,2597.14,1027.19,639.01,632.3,1059.89,493.77,672.05,443.96
3508,1181.03,1012.03,371.84,218.0,212.67,463.19,199.31,250.89,162.82
9795,2938.7,2717.24,1078.77,608.9,586.85,1320.89,623.67,366.02,394.74
9870,3255.22,2733.75,1070.68,689.73,535.55,1154.33,675.73,518.24,452.65
7693,2660.22,1957.19,804.18,399.05,454.07,1072.49,487.26,373.19,314.48
2767,869.94,748.58,387.08,153.64,189.46,334.51,149.86,163.37,126.31
4044,1250.71,1121.36,504.6,255.26,233.98,510.03,278.6,132.78,176.96
8626,2868.87,2355.75,1030.17,485.68,467.65,925.38,562.47,216.54,369.74
8662,2907.23,2555.63,1277.92,493.07,491.53,967.07,557.23,187.41,388.21
8298,2774.86,2450.62,983.73,563.04,500.3,1131.66,541.45,355.86,363.58
4139,1307.78,1204.85,448.46,254.91,256.5,616.1,261.51,317.86,199.92
5029,1572.12,1351.62,571.81,261.8,294.94,680.09,253.67,307.22,212.55
3549,1234.33,1014.53,397.3,199.52,231.29,364.52,195.45,230.5,146.81
8598,2976.33,2319.43,1074.21,442.98,530.4,921.23,594.39,659.55,415.88
3764,1215.27,984.77,431.26,230.07,238.26,460.3,209.93,170.6,159.72
8140,2786.4,2174.56,1024.04,435.21,547.48,1112.16,532.62,394.48,328.22
4645,1498.55,1177.73,619.94,311.88,312.67,503.04,271.68,193.1,203.78
5716,1836.09,1523.82,793.75,351.8,309.07,786.18,389.55,176.52,275.46
6605,2033.27,1803.41,895.03,338.09,412.59,844.06,403.92,435.82,292.73
7302,2346.28,2174.35,805.26,409.04,469.76,1012.99,457.38,543.28,326.41
6481,2118.45,1721.81,685.66,403.94,342.96,828.8,355.11,446.1,262.3
7693,2316.56,2270.38,977.95,436.27,514.32,1001.06,393.5,175.89,362.42
9898,3189.19,2587.76,1088.24,596.49,530.63,1112.9,644.67,375.62,429.94
8548,2898.35,2218.62,891.1,582.86,564.04,1162.61,438.96,474.63,404.2
4293,1433.87,1184.65,542.44,244.7,228.51,610.47,276.62,170.14,189.36
6837,2268.23,1939.15,795.41,387.78,443.28,981.55,417.81,198.32,309.5
9758,3371.17,2461.13,1344.73,647.88,516.81,990.17,647.94,510.36,447.84
4708,1416.64,1229.04,544.76,265.41,271.07,617.83,254.78,241.47,197.59
8793,2882.81,2398.59,1309.59,453.36,464.89,1314.35,534.88,550.39,377.57
9638,3270.82,2569.01,1329.33,516.78,534.08,1246.63,600.29,770.96,441.96
9993,3268.38,2854.31,1028.13,689.28,696.42,1084.87,514.5,588.53,481.96
8007,2531.77,2206.39,1004.43,549.81,417.59,1152.05,518.68,312.38,397.26
7542,2313.98,1945.97,966.36,411.01,438.41,853.87,435.78,583.62,341.21
2900,998.7,854.7,390.82,177.1,184.26,296.53,152.48,157.41,118.14
8208,2655.6,2172.21,1025.1,432.95,425.93,997.48,473.94,482.17,406.79
5084,1748.42,1456.85,631.29,322.8,265.29,533.89,264.2,210.75,224.75
8356,2751.57,2414.85,989.32,448.77,441.74,883.75,566.2,393.65,342.8
4009,1337.84,1195.31,455.31,204.44,252.17,493.77,237.07,180.88,199.34
2241,762.42,616.11,330.12,149.02,152.81,292.75,118.24,170.7,95.93
8636,2875.42,2424.92,1000.74,488.0,574.46,1254.55,475.34,592.22,402.16
9380,3000.69,2502.06,967.74,489.36,653.42,1268.76,604.94,238.65,388.72
9860,3211.22,2799.34,1068.47,657.45,607.01,1401.4,648.02,382.88,465.35
4385,1491.57,1197.85,626.46,286.11,303.57,528.78,222.87,102.35,218.21
8116,2586.43,2206.6,1049.66,516.79,455.3,940.88,415.52,413.96,404.59
6268,2002.04,1835.1,870.87,427.63,366.24,812.6,428.38,230.45,258.63
2671,814.08,674.45,375.11,159.68,154.71,359.98,151.23,65.18,127.37
2163,747.81,636.13,305.33,113.69,110.2,277.76,116.51,143.45,100.89
2464,750.42,720.98,314.24,126.22,164.09,278.99,129.26,62.75,118.31
5042,1676.01,1388.15,548.85,284.21,254.59,597.41,300.1,182.99,218.48
6592,2113.79,1809.57,708.06,341.05,425.83,806.96,431.26,437.04,290.16
6795,2176.31,1821.67,874.51,412.53,395.07,684.31,410.57,344.47,295.03
4442,1483.53,1331.31,525.6,223.39,222.66,639.61,223.94,306.62,211.73
6798,2062.21,1737.29,869.48,400.23,379.32,853.63,405.69,305.02,326.92
8036,2649.35,2246.15,1003.89,430.48,457.43,1105.36,451.89,553.61,341.47
4355,1474.61,1237.19,566.63,249.83,301.78,472.93,277.23,227.72,199.14
